feature,feature_level,band,node_1,node_2,n_ADHD,n_Control,ADHD_mean_r,Control_mean_r,mean_difference_r,ADHD_median_r,Control_median_r,ADHD_mean_z,Control_mean_z,U_statistic,p_value,cohen_d_z,abs_cohen_d_z,rank_biserial,abs_rank_biserial,p_fdr_all,p_fdr_within_level,p_fdr_within_level_band,significant_uncorrected,significant_fdr_all,significant_fdr_within_level,significant_fdr_within_level_band,direction
C3_T7_delta_connectivity,channel,delta,C3,T7,61,60,0.31530372921172795,0.36196441303403654,-0.04666068382230859,0.3130375216475058,0.4051375887625208,0.3909380504273121,0.4907170632404538,1671.0,0.4112625826942996,-0.18655816217281135,0.18655816217281135,-0.08688524590163937,0.08688524590163937,0.6444894153044869,0.6451917581717911,0.7813989071191693,False,False,False,False,Control > ADHD
F7_P7_alpha_connectivity,channel,alpha,F7,P7,61,60,0.0850213450903835,0.03429087625370538,0.05073046883667812,0.0698365188972895,-0.02103549009899755,0.0903816405561492,0.042861395031668574,2115.0,0.14024868992344477,0.18620488414212566,0.18620488414212566,0.15573770491803285,0.15573770491803285,0.336225336107861,0.33659685581626747,0.33596454671784887,False,False,False,False,ADHD > Control
Fp1_Cz_theta_connectivity,channel,theta,Fp1,Cz,61,60,-0.3088317944986691,-0.25589227662823955,-0.05293951787042955,-0.2995943990094634,-0.25385146477540266,-0.3349400254897045,-0.28503309854001546,1627.0,0.29382272072594395,-0.18588481964547063,0.18588481964547063,-0.11092896174863387,0.11092896174863387,0.5265535886276818,0.5220123142247939,0.5869362892535104,False,False,False,False,Control > ADHD
O2_T7_delta_connectivity,channel,delta,O2,T7,61,60,-0.3490291845371187,-0.39421092671735813,0.04518174218023946,-0.3535052344470219,-0.4023776316506332,-0.4109935644131337,-0.48304737443161233,2016.0,0.336228736460391,0.18481913593807023,0.18481913593807023,0.10163934426229515,0.10163934426229515,0.5700927522185553,0.5678529771331048,0.7428419586252989,False,False,False,False,ADHD > Control
C4_T8_delta_connectivity,channel,delta,C4,T8,61,60,0.2616114176658561,0.34393629571077233,-0.08232487804491623,0.2524550133265079,0.37352315498785765,0.35279957815651963,0.47225188511819877,1591.0,0.21631039000957997,-0.1847795939052588,0.1847795939052588,-0.13060109289617483,0.13060109289617483,0.439912141480157,0.4390394859541623,0.7026161251106376,False,False,False,False,Control > ADHD
O1_F8_delta_connectivity,channel,delta,O1,F8,61,60,-0.3979106812528995,-0.44620987353782154,0.04829919228492202,-0.3765184915571546,-0.4836826443859521,-0.4650292087150696,-0.528216670911104,2106.0,0.15323170837743552,0.18460060346423388,0.18460060346423388,0.15081967213114744,0.15081967213114744,0.3466867402039479,0.34705459778200626,0.6238719555367018,False,False,False,False,ADHD > Control
Fp2_Cz_beta_connectivity,channel,beta,Fp2,Cz,61,60,0.08682177514994885,0.05331839777073074,0.03350337737921811,0.0638186092869479,0.03231999740743435,0.09227801896660709,0.05543026268290364,1974.0,0.4569291951616733,0.18454371238284487,0.18454371238284487,0.07868852459016384,0.07868852459016384,0.6806928750968138,0.683894025143511,0.5388613267079043,False,False,False,False,ADHD > Control
C4_F8_beta_connectivity,channel,beta,C4,F8,61,60,0.10239842261043758,0.0622297177932706,0.04016870481716698,0.0516658725930233,0.031055174776759998,0.11485860423478249,0.06634898673581925,1927.0,0.6168906370760683,0.18445639166313904,0.18445639166313904,0.0530054644808744,0.0530054644808744,0.7890968573199177,0.7886975621682817,0.6718999932484565,False,False,False,False,ADHD > Control
C4_F7_delta_connectivity,channel,delta,C4,F7,61,60,-0.32567119927846305,-0.3833200238180338,0.057648824539570764,-0.3378373936670357,-0.3913859068429357,-0.39096686019996685,-0.4657964423469523,2021.0,0.32336634157834765,0.1844529033729076,0.1844529033729076,0.10437158469945351,0.10437158469945351,0.556097936586042,0.5529564440989745,0.7372752587986326,False,False,False,False,ADHD > Control
P7_Pz_delta_connectivity,channel,delta,P7,Pz,61,60,0.3105782016347977,0.37265240456336896,-0.06207420292857124,0.313481968730565,0.35694512183927707,0.37552240802823406,0.44861352574462376,1614.0,0.2639236523538162,-0.18281714474784538,0.18281714474784538,-0.11803278688524588,0.11803278688524588,0.49890528538945933,0.4959444456318964,0.7299122753790029,False,False,False,False,Control > ADHD
C4_Pz_beta_connectivity,channel,beta,C4,Pz,61,60,-0.15627076824580058,-0.12578533784490067,-0.030485430400899904,-0.152927589404244,-0.1347189039471767,-0.1646097559952412,-0.12956291892466365,1732.0,0.6132456033718143,-0.18268842563237916,0.18268842563237916,-0.05355191256830605,0.05355191256830605,0.7872159873070808,0.7869793484171125,0.6718999932484565,False,False,False,False,Control > ADHD
C4_T8_theta_connectivity,channel,theta,C4,T8,61,60,0.22061397367038463,0.2881534103219797,-0.06753943665159509,0.2083499558065773,0.29074296242020903,0.2650574329267862,0.34564052905274617,1612.0,0.25951701537237726,-0.18225822539944228,0.18225822539944228,-0.11912568306010929,0.11912568306010929,0.4931504439097143,0.4903581174439393,0.5689411490855963,False,False,False,False,Control > ADHD
P3_O1_alpha_connectivity,channel,alpha,P3,O1,61,60,0.5544742356662803,0.49628118198639476,0.05819305367988553,0.5422771032821858,0.5072399481500389,0.6984212612423996,0.6240698800970172,2120.0,0.13341095369535624,0.18155089779826275,0.18155089779826275,0.1584699453551912,0.1584699453551912,0.32742213720487434,0.32824853355260314,0.33062714611457855,False,False,False,False,ADHD > Control
C3_T7_alpha_connectivity,channel,alpha,C3,T7,61,60,0.39417749074562175,0.41861178427599316,-0.02443429353037141,0.4088687641893234,0.43897641666744736,0.44098002065978054,0.4976585589453867,1667.0,0.3995584793369822,-0.18075577909116908,0.18075577909116908,-0.08907103825136609,0.08907103825136609,0.6316164607859719,0.631173209853339,0.6507095234916567,False,False,False,False,Control > ADHD
Fp1_O1_beta_connectivity,channel,beta,Fp1,O1,61,60,-0.1852517955574161,-0.21568236813600727,0.030430572578591164,-0.1811805865562453,-0.2364363835359819,-0.1920329418657013,-0.2267514634397957,2080.0,0.19586466001907954,0.18074082696702162,0.18074082696702162,0.13661202185792343,0.13661202185792343,0.41222678445876043,0.4122197767786166,0.25373376411562576,False,False,False,False,ADHD > Control
P4_Pz_alpha_connectivity,channel,alpha,P4,Pz,61,60,0.3405918826047282,0.38343745880888647,-0.04284557620415824,0.3457975981527066,0.4150563651821697,0.3821718664165692,0.43755234001984067,1542.0,0.1361144283286344,-0.1801081349150539,0.1801081349150539,-0.1573770491803279,0.1573770491803279,0.33069411446285674,0.33132480062913144,0.3325081034885212,False,False,False,False,Control > ADHD
frontal_temporal_delta_connectivity,regional,delta,frontal,temporal,61,60,-0.11079736310189758,-0.15460641622014304,0.043809053118245456,-0.1254425289929775,-0.18641484338374453,-0.1194241434707415,-0.1702101435932676,1996.0,0.3909133265945861,0.17954582454244836,0.17954582454244836,0.09071038251366126,0.09071038251366126,0.6233948203843179,0.613076578475244,0.7818266531891722,False,False,False,False,ADHD > Control
Fp1_F7_alpha_connectivity,channel,alpha,Fp1,F7,61,60,0.5679276229547587,0.6024576532561385,-0.0345300303013798,0.6064942958226651,0.6067579864617824,0.6954962435679927,0.7522998160458967,1717.0,0.559753996111638,-0.17877210563637402,0.17877210563637402,-0.06174863387978147,0.06174863387978147,0.750998226063467,0.7524650194737472,0.7691659127890856,False,False,False,False,Control > ADHD
O1_F7_theta_connectivity,channel,theta,O1,F7,61,60,-0.2006702673292907,-0.1550826813029562,-0.0455875860263345,-0.2427311079824125,-0.21102358933672294,-0.20930079551729475,-0.16421811995682806,1665.0,0.393782339791963,-0.17850054456577658,0.17850054456577658,-0.0901639344262295,0.0901639344262295,0.6252158201960114,0.6249353141942057,0.6667007931131254,False,False,False,False,Control > ADHD
F4_F7_delta_connectivity,channel,delta,F4,F7,61,60,-0.14521798824425003,-0.22014593357151743,0.0749279453272674,-0.1342486770790461,-0.25929803039392746,-0.18674441769891612,-0.26721901907447027,2062.0,0.23009650880816201,0.17741929396529077,0.17741929396529077,0.12677595628415306,0.12677595628415306,0.4478222375728744,0.44585272528267084,0.7026161251106376,False,False,False,False,ADHD > Control
Fz_Cz_theta_connectivity,channel,theta,Fz,Cz,61,60,-0.0367253037509687,-0.0764587779061748,0.039733474155206096,-0.0468605645270048,-0.0644431357528733,-0.039454658733192004,-0.08244572940782399,2009.0,0.3547812676821931,0.17735082868104513,0.17735082868104513,0.09781420765027327,0.09781420765027327,0.591847091709465,0.5904388980404381,0.641603594245923,False,False,False,False,ADHD > Control
Fp2_T8_theta_connectivity,channel,theta,Fp2,T8,61,60,0.11968309724476943,0.17736997412584676,-0.057686876881077334,0.0627894234617032,0.15374237744622482,0.14206764359463542,0.20207623527908491,1622.0,0.28206466380960993,-0.17636077028517042,0.17636077028517042,-0.11366120218579234,0.11366120218579234,0.5169995356915382,0.5131176331004607,0.5869362892535104,False,False,False,False,Control > ADHD
T7_Cz_delta_connectivity,channel,delta,T7,Cz,61,60,-0.3331113291081556,-0.3853013147378656,0.05218998562971,-0.3610380265207589,-0.3654760515249589,-0.40483269865110644,-0.4817682365039027,2003.0,0.3711877979213918,0.17625723262243598,0.17625723262243598,0.09453551912568314,0.09453551912568314,0.6080089721608317,0.6059485770363532,0.7647363065609397,False,False,False,False,ADHD > Control
Fp1_F8_beta_connectivity,channel,beta,Fp1,F8,61,60,-0.07801840039165095,-0.04076669173477838,-0.03725170865687257,-0.0857390501212823,-0.012483720538562601,-0.08134092003503,-0.043713014253242706,1551.0,0.1488061613108939,-0.17612788136216764,0.17612788136216764,-0.15245901639344261,0.15245901639344261,0.34201797075900686,0.3427050987766041,0.20356682867330284,False,False,False,False,Control > ADHD
Fp1_C4_theta_connectivity,channel,theta,Fp1,C4,61,60,-0.35120125689944526,-0.297687550634014,-0.05351370626543128,-0.3244311680898968,-0.31049070412031543,-0.3826873897126493,-0.3355045411355091,1653.0,0.3601985090503427,-0.17476188124891964,0.17476188124891964,-0.09672131147540985,0.09672131147540985,0.5967590859323755,0.5951105801701314,0.641603594245923,False,False,False,False,Control > ADHD
F4_O1_beta_connectivity,channel,beta,F4,O1,61,60,-0.39844825329764716,-0.3785009204440953,-0.01994733285355188,-0.4150152193058698,-0.3882096276347729,-0.4298986337679144,-0.4052281178582416,1607.0,0.2487241959983434,-0.17376618436175323,0.17376618436175323,-0.12185792349726776,0.12185792349726776,0.4776560156572961,0.47521606162811975,0.3197882519978701,False,False,False,False,Control > ADHD
parietal_occipital_alpha_connectivity,regional,alpha,parietal,occipital,61,60,0.6338018985056257,0.6069532362845015,0.026848662221124253,0.6575001751203149,0.6189527117261493,0.7930585544154766,0.7459143889851971,1984.0,0.42617533749756653,0.1719694166234349,0.1719694166234349,0.08415300546448079,0.08415300546448079,0.6564913709536983,0.613076578475244,0.47352815277507393,False,False,False,False,ADHD > Control
P4_Fz_theta_connectivity,channel,theta,P4,Fz,61,60,-0.5129463127194673,-0.5336638446146299,0.020717531895162566,-0.5278780890211907,-0.5249669545810434,-0.5845659499924556,-0.6195849619918548,1945.0,0.5527963599889623,0.17186145669038955,0.17186145669038955,0.06284153005464477,0.06284153005464477,0.7494842034307279,0.7517151296867797,0.7685217687651427,False,False,False,False,ADHD > Control
C4_P7_beta_connectivity,channel,beta,C4,P7,61,60,-0.29027220104454093,-0.2653871102306698,-0.024885090813871136,-0.2968607506485847,-0.24389035837698186,-0.3063768943990167,-0.2789743573005585,1569.0,0.17687229634000134,-0.1715803439794355,0.1715803439794355,-0.14262295081967213,0.14262295081967213,0.3822553508960029,0.3828501604321548,0.2326550974933864,False,False,False,False,Control > ADHD
T7_T8_alpha_connectivity,channel,alpha,T7,T8,61,60,-0.24599634356245587,-0.20805809386919988,-0.03793824969325599,-0.2539180289579346,-0.16922939054153804,-0.26285182448048167,-0.22447442043558485,1553.0,0.15174553757509465,-0.16986933866837522,0.16986933866837522,-0.1513661202185792,0.1513661202185792,0.34440053042121793,0.34483039103443436,0.3369933366927427,False,False,False,False,Control > ADHD
T8_Pz_delta_connectivity,channel,delta,T8,Pz,61,60,-0.3434939104060793,-0.3919798115006091,0.048485901094529826,-0.3099920811831953,-0.41141552771668655,-0.40285165116800425,-0.4644385510193533,2087.0,0.18361323367482474,0.16962359367857827,0.16962359367857827,0.1404371584699453,0.1404371584699453,0.39098817994286206,0.39125062876504707,0.697730287964334,False,False,False,False,ADHD > Control
F3_P8_theta_connectivity,channel,theta,F3,P8,61,60,-0.4724851345121735,-0.4990885497206624,0.026603415208488912,-0.4960827476377707,-0.4948975595540975,-0.5383490702696865,-0.5800801368502467,2007.0,0.3601985090503427,0.16894391952903914,0.16894391952903914,0.09672131147540974,0.09672131147540974,0.5967590859323755,0.5951105801701314,0.641603594245923,False,False,False,False,ADHD > Control
O1_F7_delta_connectivity,channel,delta,O1,F7,61,60,-0.10674738428603417,-0.03879032100690986,-0.06795706327912432,-0.1962742404109403,-0.08360031807198025,-0.10553352460653258,-0.031135022609239782,1660.0,0.37956479139178534,-0.16868022222084103,0.16868022222084103,-0.09289617486338797,0.09289617486338797,0.6175391212756238,0.615218761402799,0.7683468833066003,False,False,False,False,Control > ADHD
frontal_parietal_theta_connectivity,regional,theta,frontal,parietal,61,60,-0.8633915800208569,-0.8540291746019203,-0.009362405418936626,-0.8836764989771999,-0.8801930948013266,-1.3681664901563042,-1.3255134755667608,1663.0,0.38805704562645293,-0.16846076049489989,0.16846076049489989,-0.09125683060109291,0.09125683060109291,0.6233948203843179,0.613076578475244,0.5364941255504365,False,False,False,False,Control > ADHD
F4_F7_alpha_connectivity,channel,alpha,F4,F7,61,60,0.011919629545518014,-0.0231362777319552,0.035055907277473215,-0.0037269004642722,-0.0201532223402731,0.013288773482671871,-0.02585899437655644,1969.0,0.47276187997480656,0.16835160054728188,0.16835160054728188,0.07595628415300548,0.07595628415300548,0.6928736864408096,0.6954174750597154,0.7365284204563494,False,False,False,False,ADHD > Control
Fp1_O1_theta_connectivity,channel,theta,Fp1,O1,61,60,-0.2686526851298163,-0.21571886460240391,-0.05293382052741241,-0.3508665196204423,-0.32609217746754043,-0.290911952219557,-0.23894278791180418,1676.0,0.42617533749756653,-0.16612448188221202,0.16612448188221202,-0.0841530054644809,0.0841530054644809,0.6564913709536983,0.6580224172648658,0.69075636286087,False,False,False,False,Control > ADHD
P4_Pz_theta_connectivity,channel,theta,P4,Pz,61,60,0.2663757033123368,0.3088468940992258,-0.04247119078688899,0.3431602418818608,0.39692007592665773,0.29321162437767684,0.34963564518936674,1591.0,0.21631039000957997,-0.16376738890813958,0.16376738890813958,-0.13060109289617483,0.13060109289617483,0.439912141480157,0.4390394859541623,0.5246200400826094,False,False,False,False,Control > ADHD
C4_F8_delta_connectivity,channel,delta,C4,F8,61,60,0.11838699693481418,0.19807307481160527,-0.07968607787679109,0.0494620616860015,0.1947635918496322,0.16955514475515573,0.2549565698497239,1598.0,0.23009650880816201,-0.1622971017622018,0.1622971017622018,-0.12677595628415306,0.12677595628415306,0.4478222375728744,0.44585272528267084,0.7026161251106376,False,False,False,False,Control > ADHD
O1_Fz_theta_connectivity,channel,theta,O1,Fz,61,60,-0.31233537300401715,-0.2728059704484121,-0.03952940255560505,-0.3884314345322944,-0.33136216371583505,-0.3364373924712638,-0.29488123090908347,1595.0,0.22411352343059665,-0.16227172035629905,0.16227172035629905,-0.12841530054644812,0.12841530054644812,0.44576426088942844,0.4443294203667481,0.5246200400826094,False,False,False,False,Control > ADHD
temporal_occipital_beta_connectivity,regional,beta,temporal,occipital,61,60,-0.20980405208966915,-0.23483093007823588,0.02502687798856673,-0.2017858291757648,-0.24016288004451655,-0.2185254084586175,-0.24769993566112697,2023.0,0.31831238957768415,0.16122478978042665,0.16122478978042665,0.10546448087431703,0.10546448087431703,0.5526574821444684,0.6018996176936028,0.6316424907327789,False,False,False,False,ADHD > Control
P4_F8_alpha_connectivity,channel,alpha,P4,F8,61,60,-0.1912624963042142,-0.23078228694943023,0.03951979064521602,-0.2605757044631555,-0.2858657680505695,-0.20428890280769185,-0.24654108951442535,2013.0,0.3441020375426763,0.16081197934619795,0.16081197934619795,0.10000000000000009,0.10000000000000009,0.5807223197689922,0.5782943333641046,0.5825885982158183,False,False,False,False,ADHD > Control
F3_Cz_delta_connectivity,channel,delta,F3,Cz,61,60,-0.2882156240038432,-0.21279494985496994,-0.07542067414887327,-0.2483879032341381,-0.2167917676470543,-0.34456116334778414,-0.2734331550027218,1626.0,0.2914451908510104,-0.16039032804074008,0.16039032804074008,-0.11147540983606552,0.11147540983606552,0.5262002947035699,0.521854739638982,0.7323562990206105,False,False,False,False,Control > ADHD
T7_P8_delta_connectivity,channel,delta,T7,P8,61,60,-0.2721407007476957,-0.31499763050231844,0.04285692975462274,-0.2566397929363184,-0.25167497264759076,-0.32673219323195457,-0.39737924417466974,1964.0,0.4888919625094411,0.16031201688405122,0.16031201688405122,0.0732240437158469,0.0732240437158469,0.7036934013058357,0.7054896674186871,0.8199951757711214,False,False,False,False,ADHD > Control
